"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 06 22:37:39 UTC 2026","Tue Jan 06 22:37:41 UTC 2026","2037","Gradle suite","Gradle test","api.tests.HealthCheckApiTest","api.tests.HealthCheckApiTest","healthCheckShouldReturn200","healthCheckShouldReturn200",""
